Date,(HE),FFR Net Schedule (MW),BC Intertie (MW),MATL Intertie (MW), SASK Intertie (MW)
04/10/2025,21,354,262,92,0
04/10/2025,22,554,462,92,0
04/10/2025,23,767,750,17,0
04/10/2025,24,935,851,84,0
04/11/2025,01,935,852,83,0
04/11/2025,02,935,895,40,0
04/11/2025,03,935,895,40,0
04/11/2025,04,935,895,40,0
04/11/2025,05,935,914,21,0
04/11/2025,06,935,914,21,0
04/11/2025,07,935,914,21,0
04/11/2025,08,709,712,-3,0
04/11/2025,09,703,675,28,0
04/11/2025,10,767,775,-8,0
04/11/2025,11,932,935,-3,0
04/11/2025,12,932,935,-3,0
04/11/2025,13,912,935,-23,0
04/11/2025,14,884,935,-51,0
04/11/2025,15,866,935,-69,0
04/11/2025,16,527,600,-73,0
04/11/2025,17,319,350,-31,0
04/11/2025,18,204,212,-8,0
04/11/2025,19,104,62,42,0
04/11/2025,20,-176,-100,-76,0
04/11/2025,21,-138,-100,-38,0
04/11/2025,22,-123,-75,-48,0
04/11/2025,23,2,0,2,0
04/11/2025,24,-23,0,-23,0
04/12/2025,01,104,62,42,0
04/12/2025,02,42,0,42,0
04/12/2025,03,-28,0,-28,0
04/12/2025,04,-38,0,-38,0
04/12/2025,05,-8,0,-8,0
04/12/2025,06,-108,-50,-58,0
04/12/2025,07,-133,-75,-58,0
04/12/2025,08,-133,-75,-58,0
04/12/2025,09,-53,-25,-28,0
04/12/2025,10,-68,-50,-18,0
04/12/2025,11,-93,-25,-68,0
04/12/2025,12,-73,25,-98,0
04/12/2025,13,107,175,-68,0
04/12/2025,14,137,175,-38,0
04/12/2025,15,292,250,42,0
04/12/2025,16,467,475,-8,0
04/12/2025,17,467,582,-115,0
04/12/2025,18,292,347,-55,0
04/12/2025,19,642,600,42,0
04/12/2025,20,631,700,-69,0
04/12/2025,21,487,550,-63,0
04/12/2025,22,599,662,-63,0
04/12/2025,23,872,935,-63,0
04/12/2025,24,872,935,-63,0
04/13/2025,01,935,935,0,0
04/13/2025,02,877,935,-58,0
04/13/2025,03,895,935,-40,0
04/13/2025,04,894,935,-41,0
04/13/2025,05,894,935,-41,0
04/13/2025,06,903,935,-32,0
04/13/2025,07,903,935,-32,0
04/13/2025,08,903,935,-32,0
04/13/2025,09,902,935,-33,0
04/13/2025,10,877,935,-58,0
04/13/2025,11,877,935,-58,0
04/13/2025,12,702,700,2,0
04/13/2025,13,949,908,41,0
04/13/2025,14,712,800,-88,0
04/13/2025,15,509,500,9,0
04/13/2025,16,662,650,12,0
04/13/2025,17,612,600,12,0
04/13/2025,18,292,250,42,0
04/13/2025,19,42,0,42,0
04/13/2025,20,42,0,42,0
04/13/2025,21,-58,-100,42,0
04/13/2025,22,-108,-150,42,0
04/13/2025,23,-58,-100,42,0
04/13/2025,24,42,0,42,0
04/14/2025,01,42,0,42,0
04/14/2025,02,42,0,42,0
04/14/2025,03,42,0,42,0
04/14/2025,04,17,-25,42,0
04/14/2025,05,-33,-75,42,0
04/14/2025,06,-100,-100,0,0
04/14/2025,07,-300,-250,-50,0
04/14/2025,08,-200,-150,-50,0
04/14/2025,09,-280,-100,-180,0
04/14/2025,10,-188,-100,-88,0
04/14/2025,11,-33,-25,-8,0
04/14/2025,12,42,0,42,0
04/14/2025,13,42,0,42,0
04/14/2025,14,12,0,12,0
04/14/2025,15,-8,0,-8,0
04/14/2025,16,42,0,42,0
04/14/2025,17,42,0,42,0
04/14/2025,18,42,0,42,0
04/14/2025,19,129,87,42,0
04/14/2025,20,129,87,42,0
04/14/2025,21,279,237,42,0
04/14/2025,22,604,562,42,0
04/14/2025,23,935,895,40,0
04/14/2025,24,935,895,40,0
04/15/2025,01,935,895,40,0
04/15/2025,02,935,851,84,0
04/15/2025,03,934,851,83,0
04/15/2025,04,934,851,83,0
04/15/2025,05,934,851,83,0
04/15/2025,06,817,725,92,0
04/15/2025,07,592,500,92,0
04/15/2025,08,542,500,42,0
04/15/2025,09,517,500,17,0
04/15/2025,10,417,400,17,0
04/15/2025,11,567,550,17,0
04/15/2025,12,542,550,-8,0
04/15/2025,13,227,200,27,0
04/15/2025,14,167,100,67,0
04/15/2025,15,167,100,67,0
04/15/2025,16,42,0,42,0
04/15/2025,17,67,0,67,0
04/15/2025,18,99,62,37,0
04/15/2025,19,67,0,67,0
04/15/2025,20,52,35,17,0
04/15/2025,21,52,35,17,0
04/15/2025,22,242,235,7,0
04/15/2025,23,417,400,17,0
04/15/2025,24,792,750,42,0
04/16/2025,01,935,873,62,0
04/16/2025,02,934,851,83,0
04/16/2025,03,908,851,57,0
04/16/2025,04,857,800,57,0
04/16/2025,05,427,400,27,0
04/16/2025,06,427,400,27,0
04/16/2025,07,227,200,27,0
04/16/2025,08,79,62,17,0
04/16/2025,09,32,0,32,0
04/16/2025,10,92,100,-8,0
04/16/2025,11,447,400,47,0
04/16/2025,12,797,750,47,0
04/16/2025,13,736,750,-14,0
04/16/2025,14,548,550,-2,0
04/16/2025,15,459,450,9,0
04/16/2025,16,277,300,-23,0
04/16/2025,17,267,300,-33,0
04/16/2025,18,217,300,-83,0
04/16/2025,19,267,250,17,0
04/16/2025,20,317,250,67,0
04/16/2025,21,117,50,67,0
04/16/2025,22,129,62,67,0
04/16/2025,23,129,62,67,0
04/16/2025,24,92,0,92,0
04/17/2025,01,92,0,92,0
04/17/2025,02,192,100,92,0
04/17/2025,03,192,100,92,0
04/17/2025,04,92,0,92,0
04/17/2025,05,92,0,92,0
04/17/2025,06,92,0,92,0
04/17/2025,07,92,0,92,0
04/17/2025,08,67,0,67,0
04/17/2025,09,67,0,67,0
04/17/2025,10,67,0,67,0
04/17/2025,11,17,0,17,0
04/17/2025,12,167,200,-33,0
04/17/2025,13,592,625,-33,0
04/17/2025,14,667,700,-33,0
04/17/2025,15,902,935,-33,0
04/17/2025,16,902,935,-33,0
04/17/2025,17,717,750,-33,0
04/17/2025,18,529,562,-33,0
04/17/2025,19,267,200,67,0
04/17/2025,20,67,0,67,0
04/17/2025,21,-222,-75,-147,0
04/17/2025,22,-272,-125,-147,0
04/17/2025,23,-272,-125,-147,0
04/17/2025,24,-58,-100,42,0
04/18/2025,01,-58,-100,42,0
04/18/2025,02,-143,-135,-8,0
04/18/2025,03,-143,-135,-8,0
04/18/2025,04,-143,-135,-8,0
04/18/2025,05,-43,-35,-8,0
04/18/2025,06,4,12,-8,0
04/18/2025,07,-81,-73,-8,0
04/18/2025,08,-58,-100,42,0
04/18/2025,09,42,0,42,0
04/18/2025,10,42,0,42,0
04/18/2025,11,42,0,42,0
04/18/2025,12,142,50,92,0
04/18/2025,13,192,100,92,0
04/18/2025,14,242,150,92,0
04/18/2025,15,392,300,92,0
04/18/2025,16,392,300,92,0
04/18/2025,17,162,150,12,0
04/18/2025,18,162,150,12,0
04/18/2025,19,454,362,92,0
04/18/2025,20,454,362,92,0
04/18/2025,21,754,662,92,0
04/18/2025,22,754,662,92,0
04/18/2025,23,742,650,92,0
04/18/2025,24,939,849,90,0
04/19/2025,01,935,852,83,0
04/19/2025,02,935,852,83,0
04/19/2025,03,935,852,83,0
04/19/2025,04,935,852,83,0
04/19/2025,05,935,852,83,0
04/19/2025,06,935,852,83,0
04/19/2025,07,654,562,92,0
04/19/2025,08,542,450,92,0
04/19/2025,09,642,550,92,0
04/19/2025,10,642,550,92,0
04/19/2025,11,292,250,42,0
04/19/2025,12,142,100,42,0
04/19/2025,13,-58,-100,42,0
04/19/2025,14,42,0,42,0
04/19/2025,15,242,200,42,0
04/19/2025,16,-58,-100,42,0
04/19/2025,17,-108,-100,-8,0
04/19/2025,18,-283,-225,-58,0
04/19/2025,19,-98,-90,-8,0
04/19/2025,20,-133,-100,-33,0
04/19/2025,21,-183,-100,-83,0
04/19/2025,22,-133,-50,-83,0
04/19/2025,23,-133,-50,-83,0
04/19/2025,24,-233,-50,-183,0
04/20/2025,01,-83,100,-183,0
04/20/2025,02,92,50,42,0
04/20/2025,03,62,50,12,0
04/20/2025,04,-38,-50,12,0
04/20/2025,05,-38,-50,12,0
04/20/2025,06,-63,-75,12,0
04/20/2025,07,-53,-95,42,0
04/20/2025,08,-208,-200,-8,0
04/20/2025,09,-308,-300,-8,0
04/20/2025,10,-383,-300,-83,0
04/20/2025,11,-549,-434,-115,0
04/20/2025,12,-543,-380,-163,0
04/20/2025,13,-550,-294,-256,0
04/20/2025,14,-516,-294,-222,0
04/20/2025,15,-549,-286,-263,0
04/20/2025,16,-530,-275,-255,0
04/20/2025,17,-509,-252,-257,0
04/20/2025,18,-509,-234,-275,0
04/20/2025,19,-200,-150,-50,0
04/20/2025,20,-168,-160,-8,0
04/20/2025,21,-158,-150,-8,0
04/20/2025,22,-208,-150,-58,0
04/20/2025,23,-133,-75,-58,0
04/20/2025,24,-133,-75,-58,0
04/21/2025,01,-83,-25,-58,0
04/21/2025,02,-23,-40,17,0
04/21/2025,03,-123,-140,17,0
04/21/2025,04,-83,-75,-8,0
04/21/2025,05,-108,-100,-8,0
04/21/2025,06,-108,-100,-8,0
04/21/2025,07,-183,-175,-8,0
04/21/2025,08,-473,-248,-225,0
04/21/2025,09,-457,-350,-107,0
04/21/2025,10,-455,-341,-114,0
04/21/2025,11,-340,-200,-140,0
04/21/2025,12,-360,-200,-160,0
04/21/2025,13,-390,-200,-190,0
04/21/2025,14,-200,-100,-100,0
04/21/2025,15,-240,-100,-140,0
04/21/2025,16,-180,-100,-80,0
04/21/2025,17,-240,-100,-140,0
04/21/2025,18,-193,0,-193,0
04/21/2025,19,-170,-100,-70,0
04/21/2025,20,-119,-50,-69,0
04/21/2025,21,-170,-100,-70,0
04/21/2025,22,-135,-50,-85,0
04/21/2025,23,-50,0,-50,0
04/21/2025,24,0,0,0,0
04/22/2025,01,92,50,42,0
04/22/2025,02,42,0,42,0
04/22/2025,03,117,75,42,0
04/22/2025,04,117,75,42,0
04/22/2025,05,67,25,42,0
04/22/2025,06,62,50,12,0
04/22/2025,07,-38,-50,12,0
04/22/2025,08,-38,-50,12,0
04/22/2025,09,-38,-50,12,0
04/22/2025,10,-88,-50,-38,0
04/22/2025,11,42,0,42,0
04/22/2025,12,42,0,42,0
04/22/2025,13,42,0,42,0
04/22/2025,14,42,0,42,0
04/22/2025,15,42,0,42,0
04/22/2025,16,42,0,42,0
04/22/2025,17,42,0,42,0
04/22/2025,18,-8,-50,42,0
04/22/2025,19,-58,-100,42,0
04/22/2025,20,-128,-150,22,0
04/22/2025,21,-78,-100,22,0
04/22/2025,22,-28,-50,22,0
04/22/2025,23,47,5,42,0
04/22/2025,24,104,62,42,0
04/23/2025,01,204,162,42,0
04/23/2025,02,254,212,42,0
04/23/2025,03,334,292,42,0
04/23/2025,04,404,362,42,0
04/23/2025,05,392,350,42,0
04/23/2025,06,342,300,42,0
04/23/2025,07,242,200,42,0
04/23/2025,08,204,112,92,0
04/23/2025,09,154,62,92,0
04/23/2025,10,129,62,67,0
04/23/2025,11,42,0,42,0
04/23/2025,12,-58,0,-58,0
04/23/2025,13,-58,0,-58,0
04/23/2025,14,-33,0,-33,0
04/23/2025,15,-11,0,-11,0
04/23/2025,16,-21,0,-21,0
04/23/2025,17,19,0,19,0
04/23/2025,18,-11,0,-11,0
04/23/2025,19,-133,-100,-33,0
04/23/2025,20,-158,-150,-8,0
04/23/2025,21,-188,-200,12,0
04/23/2025,22,-150,-150,0,0
04/23/2025,23,-58,-75,17,0
04/23/2025,24,-8,-50,42,0
04/24/2025,01,42,0,42,0
04/24/2025,02,42,-50,92,0
04/24/2025,03,92,0,92,0
04/24/2025,04,92,0,92,0
04/24/2025,05,92,0,92,0
04/24/2025,06,-58,-100,42,0
04/24/2025,07,-183,-200,17,0
04/24/2025,08,-258,-150,-108,0
04/24/2025,09,-125,0,-125,0
04/24/2025,10,-108,0,-108,0
04/24/2025,11,-38,0,-38,0
04/24/2025,12,-28,50,-78,0
04/24/2025,13,42,50,-8,0
04/24/2025,14,-8,0,-8,0
04/24/2025,15,-8,0,-8,0
04/24/2025,16,-8,0,-8,0
04/24/2025,17,-8,0,-8,0
04/24/2025,18,-8,0,-8,0
04/24/2025,19,-33,-50,17,0
04/24/2025,20,-103,-100,-3,0
04/24/2025,21,-8,-50,42,0
04/24/2025,22,42,0,42,0
04/24/2025,23,187,145,42,0
04/24/2025,24,554,462,92,0
04/25/2025,01,754,662,92,0
04/25/2025,02,935,852,83,0
04/25/2025,03,935,852,83,0
04/25/2025,04,935,852,83,0
04/25/2025,05,935,852,83,0
04/25/2025,06,935,852,83,0
04/25/2025,07,754,662,92,0
04/25/2025,08,807,662,145,0
04/25/2025,09,935,851,84,0
04/25/2025,10,935,851,84,0
04/25/2025,11,934,851,83,0
04/25/2025,12,934,851,83,0
04/25/2025,13,934,851,83,0
04/25/2025,14,934,851,83,0
04/25/2025,15,934,851,83,0
04/25/2025,16,934,851,83,0
04/25/2025,17,934,851,83,0
04/25/2025,18,935,852,83,0
04/25/2025,19,935,852,83,0
04/25/2025,20,935,852,83,0
04/25/2025,21,935,852,83,0
04/25/2025,22,935,852,83,0
04/25/2025,23,935,852,83,0
04/25/2025,24,935,851,84,0
04/26/2025,01,935,851,84,0
04/26/2025,02,935,851,84,0
04/26/2025,03,935,851,84,0
04/26/2025,04,935,851,84,0
04/26/2025,05,935,851,84,0
04/26/2025,06,542,450,92,0
04/26/2025,07,492,400,92,0
04/26/2025,08,342,250,92,0
04/26/2025,09,192,100,92,0
04/26/2025,10,92,0,92,0
04/26/2025,11,42,0,42,0
04/26/2025,12,42,0,42,0
04/26/2025,13,92,0,92,0
04/26/2025,14,92,0,92,0
04/26/2025,15,92,0,92,0
04/26/2025,16,92,0,92,0
04/26/2025,17,72,0,72,0
04/26/2025,18,-290,-200,-90,0
04/26/2025,19,-377,-300,-77,0
04/26/2025,20,-441,-368,-73,0
04/26/2025,21,-442,-368,-74,0
04/26/2025,22,-417,-368,-49,0
04/26/2025,23,-437,-232,-205,0
04/26/2025,24,-150,-150,0,0
04/27/2025,01,0,0,0,0
04/27/2025,02,0,0,0,0
04/27/2025,03,42,0,42,0
04/27/2025,04,142,100,42,0
04/27/2025,05,142,100,42,0
04/27/2025,06,242,200,42,0
04/27/2025,07,592,550,42,0
04/27/2025,08,792,750,42,0
04/27/2025,09,717,675,42,0
04/27/2025,10,692,650,42,0
04/27/2025,11,935,895,40,0
04/27/2025,12,935,895,40,0
04/27/2025,13,935,895,40,0
04/27/2025,14,898,895,3,0
04/27/2025,15,935,932,3,0
04/27/2025,16,935,932,3,0
04/27/2025,17,731,700,31,0
04/27/2025,18,532,500,32,0
04/27/2025,19,257,225,32,0
04/27/2025,20,32,0,32,0
04/27/2025,21,32,0,32,0
04/27/2025,22,32,0,32,0
04/27/2025,23,-108,0,-108,0
04/27/2025,24,-58,0,-58,0
04/28/2025,01,-208,-150,-58,0
04/28/2025,02,-208,-150,-58,0
04/28/2025,03,-108,-100,-8,0
04/28/2025,04,-158,-150,-8,0
04/28/2025,05,-400,-200,-200,0
04/28/2025,06,-450,-341,-109,0
04/28/2025,07,-453,-347,-106,0
04/28/2025,08,-456,-389,-67,0
04/28/2025,09,-316,-135,-181,0
04/28/2025,10,-86,0,-86,0
04/28/2025,11,100,50,50,0
04/28/2025,12,292,200,92,0
04/28/2025,13,292,200,92,0
04/28/2025,14,442,350,92,0
04/28/2025,15,442,350,92,0
04/28/2025,16,642,550,92,0
04/28/2025,17,935,851,84,0
04/28/2025,18,935,851,84,0
04/28/2025,19,935,851,84,0
04/28/2025,20,934,851,83,0
04/28/2025,21,935,852,83,0
04/28/2025,22,935,852,83,0
04/28/2025,23,935,869,66,0
04/28/2025,24,935,914,21,0
04/29/2025,01,935,914,21,0
04/29/2025,02,913,873,40,0
04/29/2025,03,935,895,40,0
04/29/2025,04,935,895,40,0
04/29/2025,05,935,895,40,0
04/29/2025,06,935,895,40,0
04/29/2025,07,704,662,42,0
04/29/2025,08,592,600,-8,0
04/29/2025,09,492,500,-8,0
04/29/2025,10,192,200,-8,0
04/29/2025,11,292,300,-8,0
04/29/2025,12,192,200,-8,0
04/29/2025,13,150,200,-50,0
04/29/2025,14,150,200,-50,0
04/29/2025,15,50,151,-101,0
04/29/2025,16,100,251,-151,0
04/29/2025,17,150,251,-101,0
04/29/2025,18,50,151,-101,0
04/29/2025,19,-50,0,-50,0
04/29/2025,20,42,0,42,0
04/29/2025,21,42,0,42,0
04/29/2025,22,42,0,42,0
04/29/2025,23,142,100,42,0
04/29/2025,24,132,100,32,0
04/30/2025,01,332,300,32,0
04/30/2025,02,244,200,44,0
04/30/2025,03,244,200,44,0
04/30/2025,04,269,200,69,0
04/30/2025,05,319,250,69,0
04/30/2025,06,319,250,69,0
04/30/2025,07,79,50,29,0
04/30/2025,08,-8,0,-8,0
04/30/2025,09,-8,0,-8,0
04/30/2025,10,92,0,92,0
04/30/2025,11,42,0,42,0
04/30/2025,12,-8,0,-8,0
04/30/2025,13,42,0,42,0
04/30/2025,14,92,0,92,0
04/30/2025,15,92,0,92,0
04/30/2025,16,67,0,67,0
04/30/2025,17,67,0,67,0
04/30/2025,18,-3,0,-3,0
04/30/2025,19,-78,-100,22,0
04/30/2025,20,-108,-150,42,0
04/30/2025,21,-250,-250,0,0
04/30/2025,22,-100,-100,0,0
04/30/2025,23,-100,-100,0,0
04/30/2025,24,-50,-50,0,0
05/01/2025,01,-23,-50,27,0
05/01/2025,02,-50,0,-50,0
05/01/2025,03,-15,50,-65,0
05/01/2025,04,-10,50,-60,0
05/01/2025,05,150,150,0,0
05/01/2025,06,100,100,0,0
05/01/2025,07,50,50,0,0
05/01/2025,08,62,62,0,0
05/01/2025,09,0,0,0,0
05/01/2025,10,-40,0,-40,0
05/01/2025,11,-50,50,-100,0
05/01/2025,12,50,100,-50,0
05/01/2025,13,125,150,-25,0
05/01/2025,14,100,150,-50,0
05/01/2025,15,150,200,-50,0
05/01/2025,16,-50,0,-50,0
05/01/2025,17,-50,0,-50,0
05/01/2025,18,-50,0,-50,0
05/01/2025,19,-100,-75,-25,0
05/01/2025,20,-125,-100,-25,0
05/01/2025,21,-50,-50,0,0
05/01/2025,22,125,125,0,0
05/01/2025,23,512,512,0,0
05/01/2025,24,935,840,95,0
05/02/2025,01,935,840,95,0
05/02/2025,02,935,832,103,0
05/02/2025,03,935,832,103,0
05/02/2025,04,935,830,105,0
05/02/2025,05,935,832,103,0
05/02/2025,06,935,829,106,0
05/02/2025,07,885,762,123,0
05/02/2025,08,787,737,50,0
05/02/2025,09,500,450,50,0
05/02/2025,10,207,157,50,0
05/02/2025,11,150,100,50,0
05/02/2025,12,150,100,50,0
05/02/2025,13,50,0,50,0
05/02/2025,14,50,0,50,0
05/02/2025,15,50,0,50,0
05/02/2025,16,50,0,50,0
05/02/2025,17,20,0,20,0
05/02/2025,18,-50,0,-50,0
05/02/2025,19,-260,-174,-86,0
05/02/2025,20,-400,-359,-41,0
05/02/2025,21,-404,-362,-42,0
05/02/2025,22,-404,-454,50,0
05/02/2025,23,-200,-250,50,0
05/02/2025,24,15,-35,50,0
05/03/2025,01,15,-35,50,0
05/03/2025,02,112,62,50,0
05/03/2025,03,212,162,50,0
05/03/2025,04,212,162,50,0
05/03/2025,05,212,162,50,0
05/03/2025,06,212,162,50,0
05/03/2025,07,212,162,50,0
05/03/2025,08,150,100,50,0
05/03/2025,09,150,100,50,0
05/03/2025,10,150,100,50,0
05/03/2025,11,-150,0,-150,0
05/03/2025,12,-225,-75,-150,0
05/03/2025,13,-275,-100,-175,0
05/03/2025,14,-250,-100,-150,0
05/03/2025,15,-300,-100,-200,0
05/03/2025,16,-300,-100,-200,0
05/03/2025,17,-300,-100,-200,0
05/03/2025,18,-150,0,-150,0
05/03/2025,19,15,0,15,0
05/03/2025,20,0,-50,50,0
05/03/2025,21,50,0,50,0
05/03/2025,22,350,300,50,0
05/03/2025,23,412,362,50,0
05/03/2025,24,512,462,50,0
05/04/2025,01,577,527,50,0
05/04/2025,02,576,500,76,0
05/04/2025,03,638,562,76,0
05/04/2025,04,638,562,76,0
05/04/2025,05,839,762,77,0
05/04/2025,06,789,712,77,0
05/04/2025,07,935,859,76,0
05/04/2025,08,835,785,50,0
05/04/2025,09,625,575,50,0
05/04/2025,10,750,700,50,0
05/04/2025,11,750,700,50,0
05/04/2025,12,600,550,50,0
05/04/2025,13,385,335,50,0
05/04/2025,14,167,117,50,0
05/04/2025,15,167,117,50,0
05/04/2025,16,50,0,50,0
05/04/2025,17,50,0,50,0
05/04/2025,18,25,-25,50,0
05/04/2025,19,-110,-160,50,0
05/04/2025,20,-110,-160,50,0
05/04/2025,21,-140,-140,0,0
05/04/2025,22,-50,-50,0,0
05/04/2025,23,0,0,0,0
05/04/2025,24,26,0,26,0
05/05/2025,01,513,487,26,0
05/05/2025,02,935,888,47,0
05/05/2025,03,935,888,47,0
05/05/2025,04,935,888,47,0
05/05/2025,05,935,888,47,0
05/05/2025,06,662,612,50,0
05/05/2025,07,412,362,50,0
05/05/2025,08,95,100,-5,0
05/05/2025,09,95,100,-5,0
05/05/2025,10,100,100,0,0
05/05/2025,11,250,200,50,0
05/05/2025,12,150,200,-50,0
05/05/2025,13,200,250,-50,0
05/05/2025,14,185,200,-15,0
05/05/2025,15,183,162,21,0
05/05/2025,16,26,0,26,0
05/05/2025,17,0,-50,50,0
05/05/2025,18,-50,-100,50,0
05/05/2025,19,-100,-100,0,0
05/05/2025,20,-464,-399,-65,0
05/05/2025,21,-422,-401,-21,0
05/05/2025,22,-426,-426,0,0
05/05/2025,23,-422,-337,-85,0
05/05/2025,24,-418,-348,-70,0
05/06/2025,01,-100,-100,0,0
05/06/2025,02,0,0,0,0
05/06/2025,03,0,0,0,0
05/06/2025,04,50,0,50,0
05/06/2025,05,50,0,50,0
05/06/2025,06,75,25,50,0
05/06/2025,07,212,162,50,0
05/06/2025,08,237,187,50,0
05/06/2025,09,237,187,50,0
05/06/2025,10,50,0,50,0
05/06/2025,11,212,162,50,0
05/06/2025,12,412,362,50,0
05/06/2025,13,612,562,50,0
05/06/2025,14,935,888,47,0
05/06/2025,15,935,935,0,0
05/06/2025,16,935,935,0,0
05/06/2025,17,935,935,0,0
05/06/2025,18,762,762,0,0
05/06/2025,19,935,935,0,0
05/06/2025,20,935,929,6,0
05/06/2025,21,935,930,5,0
05/06/2025,22,935,926,9,0
05/06/2025,23,929,935,-6,0
05/06/2025,24,929,935,-6,0
05/07/2025,01,929,935,-6,0
05/07/2025,02,935,901,34,0
05/07/2025,03,935,910,25,0
05/07/2025,04,935,910,25,0
05/07/2025,05,935,910,25,0
05/07/2025,06,935,849,86,0
05/07/2025,07,935,849,86,0
05/07/2025,08,935,857,78,0
05/07/2025,09,935,857,78,0
05/07/2025,10,935,857,78,0
05/07/2025,11,935,857,78,0
05/07/2025,12,935,857,78,0
05/07/2025,13,935,857,78,0
05/07/2025,14,848,762,86,0
05/07/2025,15,935,898,37,0
05/07/2025,16,935,898,37,0
05/07/2025,17,520,500,20,0
05/07/2025,18,122,100,22,0
05/07/2025,19,-14,0,-14,0
05/07/2025,20,47,62,-15,0
05/07/2025,21,47,62,-15,0
05/07/2025,22,47,62,-15,0
05/07/2025,23,266,300,-34,0
05/07/2025,24,476,500,-24,0
05/08/2025,01,476,500,-24,0
05/08/2025,02,509,562,-53,0
05/08/2025,03,509,562,-53,0
05/08/2025,04,659,712,-53,0
05/08/2025,05,709,762,-53,0
05/08/2025,06,709,762,-53,0
05/08/2025,07,709,762,-53,0
05/08/2025,08,889,935,-46,0
05/08/2025,09,713,762,-49,0
05/08/2025,10,887,935,-48,0
05/08/2025,11,860,935,-75,0
05/08/2025,12,862,935,-73,0
05/08/2025,13,860,935,-75,0
05/08/2025,14,862,935,-73,0
05/08/2025,15,860,935,-75,0
05/08/2025,16,871,935,-64,0
05/08/2025,17,883,935,-52,0
05/08/2025,18,905,935,-30,0
05/08/2025,19,430,462,-32,0
05/08/2025,20,187,172,15,0
05/08/2025,21,187,172,15,0
05/08/2025,22,189,172,17,0
05/08/2025,23,189,172,17,0
05/08/2025,24,347,337,10,0
05/09/2025,01,271,261,10,0
05/09/2025,02,131,124,7,0
05/09/2025,03,304,298,6,0
05/09/2025,04,92,85,7,0
05/09/2025,05,85,85,0,0
05/09/2025,06,35,35,0,0
05/09/2025,07,-16,-16,0,0
05/09/2025,08,-50,-50,0,0
05/09/2025,09,-38,12,-50,0
05/09/2025,10,-30,62,-92,0
05/09/2025,11,418,412,6,0
05/09/2025,12,643,635,8,0
05/09/2025,13,641,635,6,0
05/09/2025,14,644,635,9,0
05/09/2025,15,641,635,6,0
05/09/2025,16,645,635,10,0
05/09/2025,17,569,562,7,0
05/09/2025,18,562,487,75,0
05/09/2025,19,361,287,74,0
05/09/2025,20,162,87,75,0
05/09/2025,21,63,38,25,0
05/09/2025,22,118,93,25,0
05/09/2025,23,175,100,75,0
05/09/2025,24,265,150,115,0
05/10/2025,01,258,100,158,0
05/10/2025,02,375,325,50,0
05/10/2025,03,275,225,50,0
05/10/2025,04,175,125,50,0
05/10/2025,05,150,100,50,0
05/10/2025,06,150,100,50,0
05/10/2025,07,150,100,50,0
05/10/2025,08,90,100,-10,0
05/10/2025,09,-50,0,-50,0
05/10/2025,10,-330,-140,-190,0
05/10/2025,11,-190,-140,-50,0
05/10/2025,12,-312,-90,-222,0
05/10/2025,13,-287,-65,-222,0
05/10/2025,14,-282,-40,-242,0
05/10/2025,15,-125,50,-175,0
05/10/2025,16,-100,0,-100,0
05/10/2025,17,50,0,50,0
05/10/2025,18,50,0,50,0
05/10/2025,19,50,0,50,0
05/10/2025,20,93,0,93,0
05/10/2025,21,169,75,94,0
05/10/2025,22,394,300,94,0
05/10/2025,23,419,325,94,0
05/10/2025,24,317,150,167,0
05/11/2025,01,567,400,167,0
05/11/2025,02,600,550,50,0
05/11/2025,03,425,375,50,0
05/11/2025,04,450,400,50,0
05/11/2025,05,350,300,50,0
05/11/2025,06,350,300,50,0
05/11/2025,07,300,250,50,0
05/11/2025,08,350,350,0,0
05/11/2025,09,140,200,-60,0
05/11/2025,10,0,100,-100,0
05/11/2025,11,-100,0,-100,0
05/11/2025,12,-139,0,-139,0
05/11/2025,13,-189,0,-189,0
05/11/2025,14,-189,0,-189,0
05/11/2025,15,-289,-100,-189,0
05/11/2025,16,-239,-50,-189,0
05/11/2025,17,-289,-100,-189,0
05/11/2025,18,-405,-150,-255,0
05/11/2025,19,-189,-100,-89,0
05/11/2025,20,-250,-150,-100,0
05/11/2025,21,-200,-100,-100,0
05/11/2025,22,-200,-100,-100,0
05/11/2025,23,-200,-50,-150,0
05/11/2025,24,-52,0,-52,0
05/12/2025,01,100,75,25,0
05/12/2025,02,250,200,50,0
05/12/2025,03,350,300,50,0
05/12/2025,04,300,250,50,0
05/12/2025,05,200,150,50,0
05/12/2025,06,50,0,50,0
05/12/2025,07,-50,-50,0,0
05/12/2025,08,-185,-135,-50,0
05/12/2025,09,-240,-150,-90,0
05/12/2025,10,-150,-100,-50,0
05/12/2025,11,50,0,50,0
05/12/2025,12,125,100,25,0
05/12/2025,13,-100,-50,-50,0
05/12/2025,14,-75,-25,-50,0
05/12/2025,15,170,200,-30,0
05/12/2025,16,520,600,-80,0
05/12/2025,17,720,800,-80,0
05/12/2025,18,720,800,-80,0
05/12/2025,19,320,400,-80,0
05/12/2025,20,408,462,-54,0
05/12/2025,21,283,337,-54,0
05/12/2025,22,258,312,-54,0
05/12/2025,23,461,450,11,0
05/12/2025,24,202,200,2,0
05/13/2025,01,277,300,-23,0
05/13/2025,02,300,300,0,0
05/13/2025,03,250,300,-50,0
05/13/2025,04,110,150,-40,0
05/13/2025,05,-40,0,-40,0
05/13/2025,06,-40,0,-40,0
05/13/2025,07,-30,0,-30,0
