gamma,mu,lam,eps,E_err,P_err,score,time,status
100000.0,100.0,10.0,1e-06,0.3939,0.3755,0.001,45.658,user_limit
100000.0,100.0,100.0,1e-06,0.394,0.3756,0.001,45.566,user_limit
100000.0,100.0,1000.0,1e-06,0.394,0.3756,0.0,46.06,user_limit
100000.0,100.0,10000.0,1e-06,0.3939,0.3755,0.0,45.78,user_limit
100000.0,100.0,100000.0,1e-06,0.3938,0.3755,0.0,45.768,user_limit
100000.0,100.0,1000000.0,1e-06,0.3939,0.3755,0.001,46.67,user_limit
100000.0,1000.0,1e-06,1e-06,0.3939,0.3755,0.0,6.712,optimal
100000.0,1000.0,1e-05,1e-06,0.3959,0.3771,0.004,47.588,user_limit
100000.0,1000.0,0.0001,1e-06,0.3939,0.3755,0.001,46.358,user_limit
100000.0,1000.0,0.001,1e-06,0.394,0.3756,0.0,46.99,user_limit
100000.0,1000.0,0.01,1e-06,0.394,0.3755,0.0,45.53,optimal_inaccurate
100000.0,1000.0,0.1,1e-06,0.3939,0.3755,0.0,10.978,optimal
100000.0,1000.0,1.0,1e-06,0.3939,0.3755,0.0,0.167,optimal
100000.0,1000.0,10.0,1e-06,0.3939,0.3755,0.0,0.621,optimal
100000.0,1000.0,100.0,1e-06,0.3939,0.3755,0.002,10.196,optimal
100000.0,1000.0,1000.0,1e-06,0.3939,0.3755,0.0,45.794,optimal_inaccurate
100000.0,1000.0,10000.0,1e-06,0.3938,0.3755,0.0,45.805,user_limit
100000.0,1000.0,100000.0,1e-06,0.3939,0.3755,0.0,45.827,user_limit
100000.0,1000.0,1000000.0,1e-06,0.3939,0.3755,0.001,45.826,user_limit
100000.0,10000.0,1e-06,1e-06,0.3939,0.3755,0.0,6.65,optimal
100000.0,10000.0,1e-05,1e-06,0.3941,0.3756,0.001,47.068,optimal_inaccurate
100000.0,10000.0,0.0001,1e-06,0.3939,0.3755,0.0,18.013,optimal
100000.0,10000.0,0.001,1e-06,0.3939,0.3755,0.0,0.164,optimal
100000.0,10000.0,0.01,1e-06,0.394,0.3756,0.001,0.391,optimal
100000.0,10000.0,0.1,1e-06,0.394,0.3756,0.0,0.163,optimal
100000.0,10000.0,1.0,1e-06,0.394,0.3756,0.0,0.165,optimal
100000.0,10000.0,10.0,1e-06,0.394,0.3756,0.001,0.16,optimal
100000.0,10000.0,100.0,1e-06,0.394,0.3756,0.002,0.274,optimal
100000.0,10000.0,1000.0,1e-06,0.3937,0.3754,0.002,7.14,optimal
100000.0,10000.0,10000.0,1e-06,0.3939,0.3755,0.001,10.16,optimal
100000.0,10000.0,100000.0,1e-06,0.3939,0.3755,0.001,34.043,optimal
100000.0,10000.0,1000000.0,1e-06,0.3939,0.3755,0.0,45.727,user_limit
100000.0,100000.0,1e-06,1e-06,0.3939,0.3755,0.0,6.227,optimal
100000.0,100000.0,1e-05,1e-06,0.3939,0.3755,0.001,41.129,optimal
100000.0,100000.0,0.0001,1e-06,0.3941,0.3757,0.001,0.506,optimal
100000.0,100000.0,0.001,1e-06,0.394,0.3756,0.001,0.16,optimal
100000.0,100000.0,0.01,1e-06,0.3938,0.3754,0.001,0.161,optimal
100000.0,100000.0,0.1,1e-06,0.394,0.3756,0.001,0.507,optimal
100000.0,100000.0,1.0,1e-06,0.3939,0.3755,0.001,0.163,optimal
100000.0,100000.0,10.0,1e-06,0.3938,0.3754,0.001,0.161,optimal
100000.0,100000.0,100.0,1e-06,0.3938,0.3754,0.001,0.161,optimal
100000.0,100000.0,1000.0,1e-06,0.3938,0.3754,0.002,0.622,optimal
100000.0,100000.0,10000.0,1e-06,0.3937,0.3753,0.002,6.109,optimal
100000.0,100000.0,100000.0,1e-06,0.3939,0.3755,0.001,10.617,optimal
100000.0,100000.0,1000000.0,1e-06,0.3939,0.3755,0.0,45.776,optimal_inaccurate
100000.0,1000000.0,1e-06,1e-06,0.3939,0.3755,0.0,6.264,optimal
100000.0,1000000.0,1e-05,1e-06,0.3941,0.3757,0.003,3.896,optimal
100000.0,1000000.0,0.0001,1e-06,0.3943,0.3758,0.003,0.395,optimal
100000.0,1000000.0,0.001,1e-06,0.3944,0.3759,0.003,0.161,optimal
100000.0,1000000.0,0.01,1e-06,0.394,0.3756,0.002,0.161,optimal
100000.0,1000000.0,0.1,1e-06,0.3941,0.3757,0.003,0.161,optimal
100000.0,1000000.0,1.0,1e-06,0.3935,0.3752,0.002,0.161,optimal
100000.0,1000000.0,10.0,1e-06,0.3937,0.3753,0.002,0.167,optimal
100000.0,1000000.0,100.0,1e-06,0.3938,0.3755,0.002,0.16,optimal
100000.0,1000000.0,1000.0,1e-06,0.394,0.3756,0.003,0.16,optimal
100000.0,1000000.0,10000.0,1e-06,0.3943,0.3759,0.003,0.848,optimal
100000.0,1000000.0,100000.0,1e-06,0.394,0.3756,0.003,2.232,optimal
100000.0,1000000.0,1000000.0,1e-06,0.3939,0.3755,0.0,45.594,optimal_inaccurate
1000000.0,1e-06,1e-06,1e-06,0.3939,0.3755,0.0,6.953,optimal
1000000.0,1e-06,1e-05,1e-06,0.4089,0.3879,0.014,48.233,user_limit
1000000.0,1e-06,0.0001,1e-06,0.404,0.3838,0.011,46.245,user_limit
1000000.0,1e-06,0.001,1e-06,0.4013,0.3815,0.009,46.256,user_limit
1000000.0,1e-06,0.01,1e-06,0.3999,0.3803,0.008,46.369,user_limit
1000000.0,1e-06,0.1,1e-06,0.3996,0.3801,0.008,46.266,user_limit
1000000.0,1e-06,1.0,1e-06,0.3987,0.3794,0.006,46.515,user_limit
1000000.0,1e-06,10.0,1e-06,0.3986,0.3793,0.006,46.291,user_limit
1000000.0,1e-06,100.0,1e-06,0.3984,0.3792,0.006,46.794,user_limit
1000000.0,1e-06,1000.0,1e-06,0.3965,0.3776,0.004,46.863,user_limit
1000000.0,1e-06,10000.0,1e-06,0.394,0.3756,0.001,46.949,user_limit
1000000.0,1e-06,100000.0,1e-06,0.3939,0.3755,0.0,45.952,user_limit
1000000.0,1e-06,1000000.0,1e-06,0.3939,0.3755,0.0,45.794,user_limit
1000000.0,1e-05,1e-06,1e-06,0.3939,0.3755,0.0,6.978,optimal
1000000.0,1e-05,1e-05,1e-06,0.4089,0.3879,0.014,48.199,user_limit
1000000.0,1e-05,0.0001,1e-06,0.404,0.3838,0.011,46.332,user_limit
1000000.0,1e-05,0.001,1e-06,0.4013,0.3815,0.009,46.333,user_limit
1000000.0,1e-05,0.01,1e-06,0.3999,0.3803,0.008,46.474,user_limit
1000000.0,1e-05,0.1,1e-06,0.3996,0.3801,0.008,46.351,user_limit
1000000.0,1e-05,1.0,1e-06,0.3987,0.3794,0.006,46.851,user_limit
1000000.0,1e-05,10.0,1e-06,0.3985,0.3793,0.006,46.357,user_limit
1000000.0,1e-05,100.0,1e-06,0.3984,0.3791,0.006,46.485,user_limit
1000000.0,1e-05,1000.0,1e-06,0.3965,0.3776,0.004,46.546,user_limit
1000000.0,1e-05,10000.0,1e-06,0.3939,0.3755,0.001,46.529,user_limit
1000000.0,1e-05,100000.0,1e-06,0.394,0.3756,0.001,46.003,user_limit
1000000.0,1e-05,1000000.0,1e-06,0.3939,0.3755,0.0,45.921,user_limit
1000000.0,0.0001,1e-06,1e-06,0.3939,0.3755,0.0,6.99,optimal
1000000.0,0.0001,1e-05,1e-06,0.4089,0.3879,0.014,48.063,user_limit
1000000.0,0.0001,0.0001,1e-06,0.404,0.3838,0.011,46.215,user_limit
1000000.0,0.0001,0.001,1e-06,0.4013,0.3815,0.009,46.221,user_limit
1000000.0,0.0001,0.01,1e-06,0.3999,0.3803,0.008,48.497,user_limit
1000000.0,0.0001,0.1,1e-06,0.3996,0.3801,0.008,46.184,user_limit
1000000.0,0.0001,1.0,1e-06,0.3987,0.3794,0.006,46.454,user_limit
1000000.0,0.0001,10.0,1e-06,0.3985,0.3793,0.006,46.206,user_limit
1000000.0,0.0001,100.0,1e-06,0.3983,0.379,0.006,46.306,user_limit
1000000.0,0.0001,1000.0,1e-06,0.3965,0.3776,0.004,46.343,user_limit
1000000.0,0.0001,10000.0,1e-06,0.394,0.3755,0.001,46.403,user_limit
1000000.0,0.0001,100000.0,1e-06,0.3939,0.3755,0.0,45.725,user_limit
1000000.0,0.0001,1000000.0,1e-06,0.3937,0.3754,0.001,46.325,user_limit
1000000.0,0.001,1e-06,1e-06,0.3939,0.3755,0.0,6.982,optimal
1000000.0,0.001,1e-05,1e-06,0.4089,0.3879,0.014,48.324,user_limit
1000000.0,0.001,0.0001,1e-06,0.404,0.3838,0.011,46.276,user_limit
1000000.0,0.001,0.001,1e-06,0.4013,0.3815,0.009,46.279,user_limit
1000000.0,0.001,0.01,1e-06,0.3998,0.3803,0.008,46.4,user_limit
1000000.0,0.001,0.1,1e-06,0.3996,0.3801,0.008,46.29,user_limit
1000000.0,0.001,1.0,1e-06,0.3987,0.3794,0.006,46.52,user_limit
1000000.0,0.001,10.0,1e-06,0.3985,0.3793,0.006,46.276,user_limit
1000000.0,0.001,100.0,1e-06,0.3984,0.3791,0.006,46.456,user_limit
1000000.0,0.001,1000.0,1e-06,0.3965,0.3776,0.004,46.423,user_limit
1000000.0,0.001,10000.0,1e-06,0.394,0.3756,0.001,46.43,user_limit
1000000.0,0.001,100000.0,1e-06,0.3939,0.3755,0.0,47.679,user_limit
1000000.0,0.001,1000000.0,1e-06,0.3939,0.3755,0.001,45.823,user_limit
1000000.0,0.01,1e-06,1e-06,0.3939,0.3755,0.0,6.988,optimal
1000000.0,0.01,1e-05,1e-06,0.4089,0.3879,0.014,48.095,user_limit
1000000.0,0.01,0.0001,1e-06,0.404,0.3838,0.011,46.208,user_limit
1000000.0,0.01,0.001,1e-06,0.4013,0.3815,0.009,46.21,user_limit
1000000.0,0.01,0.01,1e-06,0.3998,0.3803,0.008,46.364,user_limit
1000000.0,0.01,0.1,1e-06,0.3996,0.3801,0.008,46.282,user_limit
1000000.0,0.01,1.0,1e-06,0.3987,0.3794,0.006,46.464,user_limit
1000000.0,0.01,10.0,1e-06,0.3985,0.3793,0.006,46.241,user_limit
1000000.0,0.01,100.0,1e-06,0.3984,0.3792,0.006,46.358,user_limit
1000000.0,0.01,1000.0,1e-06,0.3962,0.3774,0.004,46.427,user_limit
1000000.0,0.01,10000.0,1e-06,0.394,0.3756,0.001,46.36,user_limit
1000000.0,0.01,100000.0,1e-06,0.3938,0.3754,0.001,45.834,user_limit
1000000.0,0.01,1000000.0,1e-06,0.3938,0.3755,0.001,45.774,user_limit
1000000.0,0.1,1e-06,1e-06,0.3939,0.3755,0.0,6.965,optimal
1000000.0,0.1,1e-05,1e-06,0.4089,0.3879,0.014,48.18,user_limit
1000000.0,0.1,0.0001,1e-06,0.404,0.3838,0.011,46.349,user_limit
1000000.0,0.1,0.001,1e-06,0.4013,0.3815,0.009,46.37,user_limit
1000000.0,0.1,0.01,1e-06,0.3998,0.3803,0.008,46.475,user_limit
1000000.0,0.1,0.1,1e-06,0.3996,0.3801,0.008,46.467,user_limit
1000000.0,0.1,1.0,1e-06,0.3987,0.3794,0.006,46.468,user_limit
1000000.0,0.1,10.0,1e-06,0.3986,0.3793,0.006,46.353,user_limit
1000000.0,0.1,100.0,1e-06,0.3983,0.3791,0.006,47.468,user_limit
1000000.0,0.1,1000.0,1e-06,0.3963,0.3774,0.004,46.819,user_limit
1000000.0,0.1,10000.0,1e-06,0.3938,0.3754,0.001,46.479,user_limit
1000000.0,0.1,100000.0,1e-06,0.3939,0.3755,0.0,45.998,user_limit
1000000.0,0.1,1000000.0,1e-06,0.3939,0.3755,0.001,45.89,user_limit
1000000.0,1.0,1e-06,1e-06,0.3939,0.3755,0.0,6.737,optimal
1000000.0,1.0,1e-05,1e-06,0.4089,0.388,0.014,48.006,user_limit
1000000.0,1.0,0.0001,1e-06,0.4041,0.3838,0.011,46.159,user_limit
1000000.0,1.0,0.001,1e-06,0.4015,0.3816,0.009,46.191,user_limit
1000000.0,1.0,0.01,1e-06,0.399,0.3796,0.006,46.157,user_limit
1000000.0,1.0,0.1,1e-06,0.3985,0.3793,0.006,46.411,user_limit
1000000.0,1.0,1.0,1e-06,0.3984,0.3791,0.006,46.423,user_limit
1000000.0,1.0,10.0,1e-06,0.3983,0.379,0.006,46.155,user_limit
1000000.0,1.0,100.0,1e-06,0.3981,0.3789,0.006,46.154,user_limit
1000000.0,1.0,1000.0,1e-06,0.3961,0.3773,0.004,46.469,user_limit
1000000.0,1.0,10000.0,1e-06,0.3942,0.3757,0.001,46.28,user_limit
1000000.0,1.0,100000.0,1e-06,0.394,0.3755,0.001,45.79,user_limit
1000000.0,1.0,1000000.0,1e-06,0.3939,0.3755,0.0,45.854,user_limit
1000000.0,10.0,1e-06,1e-06,0.3939,0.3755,0.0,6.678,optimal
1000000.0,10.0,1e-05,1e-06,0.4089,0.388,0.014,48.595,user_limit
1000000.0,10.0,0.0001,1e-06,0.4041,0.3838,0.011,46.684,user_limit
1000000.0,10.0,0.001,1e-06,0.4015,0.3816,0.009,46.469,user_limit
1000000.0,10.0,0.01,1e-06,0.399,0.3796,0.006,46.184,user_limit
1000000.0,10.0,0.1,1e-06,0.3985,0.3792,0.006,46.315,user_limit
1000000.0,10.0,1.0,1e-06,0.3984,0.3792,0.006,46.346,user_limit
1000000.0,10.0,10.0,1e-06,0.3975,0.3784,0.005,46.329,user_limit
1000000.0,10.0,100.0,1e-06,0.3974,0.3783,0.005,46.199,user_limit
1000000.0,10.0,1000.0,1e-06,0.3964,0.3775,0.004,46.322,user_limit
1000000.0,10.0,10000.0,1e-06,0.394,0.3756,0.001,46.458,user_limit
1000000.0,10.0,100000.0,1e-06,0.3939,0.3755,0.0,46.038,user_limit
1000000.0,10.0,1000000.0,1e-06,0.3939,0.3755,0.0,45.666,user_limit
1000000.0,100.0,1e-06,1e-06,0.3939,0.3755,0.0,6.566,optimal
1000000.0,100.0,1e-05,1e-06,0.4014,0.3815,0.009,47.302,user_limit
1000000.0,100.0,0.0001,1e-06,0.397,0.378,0.005,46.084,user_limit
1000000.0,100.0,0.001,1e-06,0.3967,0.3777,0.005,46.2,user_limit
1000000.0,100.0,0.01,1e-06,0.3965,0.3776,0.004,46.08,user_limit
1000000.0,100.0,0.1,1e-06,0.3964,0.3775,0.004,46.06,user_limit
1000000.0,100.0,1.0,1e-06,0.3962,0.3773,0.004,46.018,user_limit
1000000.0,100.0,10.0,1e-06,0.3961,0.3772,0.004,46.026,user_limit
1000000.0,100.0,100.0,1e-06,0.3958,0.377,0.004,46.012,user_limit
1000000.0,100.0,1000.0,1e-06,0.3956,0.3768,0.003,46.007,user_limit
1000000.0,100.0,10000.0,1e-06,0.3939,0.3755,0.001,46.044,user_limit
1000000.0,100.0,100000.0,1e-06,0.3939,0.3755,0.0,45.558,user_limit
1000000.0,100.0,1000000.0,1e-06,0.3938,0.3754,0.001,45.788,user_limit
1000000.0,1000.0,1e-06,1e-06,0.3939,0.3755,0.0,6.152,optimal
1000000.0,1000.0,1e-05,1e-06,0.3968,0.3778,0.005,49.202,user_limit
1000000.0,1000.0,0.0001,1e-06,0.3943,0.3759,0.001,46.639,user_limit
1000000.0,1000.0,0.001,1e-06,0.3941,0.3756,0.001,46.281,user_limit
1000000.0,1000.0,0.01,1e-06,0.394,0.3756,0.001,46.339,user_limit
1000000.0,1000.0,0.1,1e-06,0.394,0.3756,0.0,46.817,user_limit
1000000.0,1000.0,1.0,1e-06,0.394,0.3756,0.0,46.34,user_limit
1000000.0,1000.0,10.0,1e-06,0.394,0.3756,0.0,46.34,user_limit
1000000.0,1000.0,100.0,1e-06,0.3938,0.3755,0.001,46.25,user_limit
1000000.0,1000.0,1000.0,1e-06,0.394,0.3756,0.001,46.264,user_limit
1000000.0,1000.0,10000.0,1e-06,0.394,0.3756,0.001,45.878,user_limit
1000000.0,1000.0,100000.0,1e-06,0.3939,0.3755,0.001,46.098,user_limit
1000000.0,1000.0,1000000.0,1e-06,0.3939,0.3755,0.0,45.886,user_limit
1000000.0,10000.0,1e-06,1e-06,0.3939,0.3755,0.0,6.246,optimal
1000000.0,10000.0,1e-05,1e-06,0.3942,0.3757,0.002,49.025,user_limit
1000000.0,10000.0,0.0001,1e-06,0.394,0.3756,0.001,46.352,user_limit
1000000.0,10000.0,0.001,1e-06,0.394,0.3756,0.0,46.406,user_limit
1000000.0,10000.0,0.01,1e-06,0.394,0.3756,0.0,45.93,user_limit
1000000.0,10000.0,0.1,1e-06,0.394,0.3755,0.0,45.388,user_limit
1000000.0,10000.0,1.0,1e-06,0.394,0.3756,0.0,45.407,user_limit
1000000.0,10000.0,10.0,1e-06,0.394,0.3756,0.0,45.398,user_limit
1000000.0,10000.0,100.0,1e-06,0.394,0.3756,0.0,45.41,user_limit
1000000.0,10000.0,1000.0,1e-06,0.394,0.3756,0.001,45.434,user_limit
1000000.0,10000.0,10000.0,1e-06,0.3939,0.3755,0.0,45.769,optimal_inaccurate
1000000.0,10000.0,100000.0,1e-06,0.3939,0.3755,0.0,45.783,optimal_inaccurate
1000000.0,10000.0,1000000.0,1e-06,0.3938,0.3755,0.0,45.769,user_limit
1000000.0,100000.0,1e-06,1e-06,0.3939,0.3755,0.0,5.755,optimal
1000000.0,100000.0,1e-05,1e-06,0.3941,0.3756,0.001,46.926,optimal_inaccurate
1000000.0,100000.0,0.0001,1e-06,0.3939,0.3755,0.0,17.924,optimal
1000000.0,100000.0,0.001,1e-06,0.3939,0.3755,0.0,0.161,optimal
1000000.0,100000.0,0.01,1e-06,0.394,0.3756,0.001,0.391,optimal
1000000.0,100000.0,0.1,1e-06,0.394,0.3756,0.0,0.165,optimal
1000000.0,100000.0,1.0,1e-06,0.394,0.3756,0.0,0.162,optimal
1000000.0,100000.0,10.0,1e-06,0.394,0.3755,0.001,0.162,optimal
1000000.0,100000.0,100.0,1e-06,0.394,0.3756,0.001,0.165,optimal
1000000.0,100000.0,1000.0,1e-06,0.394,0.3756,0.002,0.276,optimal
1000000.0,100000.0,10000.0,1e-06,0.3937,0.3753,0.002,7.118,optimal
1000000.0,100000.0,100000.0,1e-06,0.3939,0.3755,0.001,11.039,optimal
1000000.0,100000.0,1000000.0,1e-06,0.3939,0.3755,0.001,34.074,optimal
1000000.0,1000000.0,1e-06,1e-06,0.3939,0.3755,0.0,5.753,optimal
1000000.0,1000000.0,1e-05,1e-06,0.3944,0.3759,0.002,12.641,optimal
1000000.0,1000000.0,0.0001,1e-06,0.3934,0.3751,0.003,0.395,optimal
1000000.0,1000000.0,0.001,1e-06,0.3939,0.3755,0.003,0.164,optimal
1000000.0,1000000.0,0.01,1e-06,0.3938,0.3754,0.002,0.161,optimal
1000000.0,1000000.0,0.1,1e-06,0.3939,0.3755,0.002,0.164,optimal
1000000.0,1000000.0,1.0,1e-06,0.3942,0.3758,0.003,0.164,optimal
1000000.0,1000000.0,10.0,1e-06,0.3939,0.3755,0.002,0.161,optimal
1000000.0,1000000.0,100.0,1e-06,0.3941,0.3757,0.002,0.161,optimal
1000000.0,1000000.0,1000.0,1e-06,0.3937,0.3753,0.002,0.161,optimal
1000000.0,1000000.0,10000.0,1e-06,0.3941,0.3757,0.002,1.195,optimal
1000000.0,1000000.0,100000.0,1e-06,0.394,0.3756,0.003,2.925,optimal
1000000.0,1000000.0,1000000.0,1e-06,0.3939,0.3755,0.0,45.669,optimal_inaccurate
